userID,hoursPlayed,level,pelletsEaten,fruitEaten,ghostsEaten,avgScore,maxScore,totalScore
953379264,230,61,21620,468,40,113,1328,17629
343417849,739,170,39906,468,39,151,1007,17021
213360879,378,48,20412,468,34,37,909,17152
077640150,656,48,42640,468,49,151,756,17816
293831530,488,135,42944,468,42,75,888,17189
361246937,407,48,10175,468,37,151,1303,17489
864436202,714,111,71400,468,44,190,733,17386
489469326,956,170,63096,468,103,151,836,17447
765738340,413,61,14042,468,159,113,1283,17427
259094694,869,170,50402,468,35,113,1374,16988
072706241,764,135,46604,468,57,113,635,17612
532987970,530,48,42930,468,67,151,1301,17552
313802300,686,170,42532,468,37,151,781,17724
315738524,673,170,57878,468,482,75,897,17348
132543458,418,48,9614,468,69,113,378,17697
305745532,806,111,74958,468,37,190,1084,17231
080911224,990,170,62370,468,34,113,1605,17227
461635088,566,135,55468,468,81,113,1637,17879
172115510,749,111,74151,468,58,113,990,16970
421952090,409,61,12679,468,36,190,1417,17645
406840508,930,170,22320,468,77,113,791,17371
372963530,428,61,36380,468,43,37,1106,17280
252591317,517,135,34639,468,107,75,1180,17057
236514477,452,48,13560,468,40,113,1118,17551
201955727,428,61,18832,468,55,190,1466,17708
150030469,271,61,13008,468,73,190,1290,17259
559850551,387,48,14706,468,81,190,1447,17547
387979546,759,135,62997,468,52,113,1042,17537
366966184,498,135,42330,468,64,190,1382,17638
049988549,797,170,42241,468,47,151,1531,17051
644072094,813,170,19512,468,341,113,1320,17262
146391518,1031,170,29899,468,38,75,1033,16896
029692498,812,170,23548,468,227,151,393,16957
930770641,375,61,12000,468,91,151,624,17153
962998827,611,48,17719,468,95,151,886,16895
113079433,299,48,7475,468,84,151,1066,17019
638437299,623,48,51709,468,50,75,707,17704
355878789,436,48,43600,468,74,151,1018,17885
418274312,691,135,23494,468,56,190,811,17710
421383689,635,48,20320,468,91,75,652,17376
084377665,404,48,12120,468,36,75,813,17749
118690874,382,48,29414,468,221,75,784,17725
305236367,551,135,37468,468,55,190,675,17233
503758943,586,135,14650,468,35,75,1300,17433
024876532,581,135,36022,468,45,113,1007,16936
413992908,923,170,39689,468,57,37,513,17097
495221577,332,61,13612,468,512,37,890,17642
808901201,532,135,39368,468,48,113,379,17676
866257209,717,135,64530,468,54,190,913,17506
459005239,791,170,42714,468,35,190,730,17668
037597603,593,135,47440,468,70,113,1263,17264
642043189,625,48,51875,468,74,113,538,17425
610919753,804,170,73968,468,41,75,1137,17099
781098483,442,48,14586,468,172,37,1726,17304
584849966,898,170,50288,468,70,151,1289,17315
114785647,231,61,13860,468,38,190,383,17695
332410714,1035,170,41400,468,744,151,703,17215
418301278,714,170,15708,468,39,151,1236,16884
325448918,993,170,85398,468,36,190,1507,17794
559992639,610,135,19520,468,70,113,1288,17392
706452329,529,48,28566,468,38,190,1707,17259
829496074,616,135,60984,468,70,151,1267,17439
037472924,684,135,65664,468,309,113,847,17613
759816296,812,170,42224,468,341,151,542,17043
571842830,598,135,38272,468,86,151,1259,17706
180775403,604,48,24764,468,49,113,915,17787
010035944,689,170,47541,468,43,37,748,17511
119054646,710,170,59640,468,348,37,1141,17173
089334532,391,48,30889,468,71,190,627,17642
025433986,618,48,38316,468,33,113,699,17717
175056432,285,48,8550,468,45,37,1121,17267
401676613,572,135,12012,468,68,151,1312,17592
667782710,791,170,57743,468,227,37,1470,16982
553124682,672,48,24192,468,264,190,590,17760
945404638,595,135,36890,468,58,37,1150,17201
282453149,559,135,50310,468,88,190,1724,17287
556340966,358,61,20048,468,36,151,1173,17696
111737368,291,61,26481,468,182,75,480,17016
026090151,553,135,22120,468,71,113,824,17625
038320371,752,111,74448,468,66,113,961,17417
122351582,425,48,18275,468,55,151,1416,17352
569315508,377,48,33176,468,38,113,1290,17855
402996373,234,61,12636,468,42,75,1158,17758
316557308,459,48,33048,468,123,151,712,17427
264517446,656,111,63632,468,108,75,794,17496
654914731,863,170,81985,468,35,113,884,17409
406964465,589,48,18848,468,68,113,1084,17492
401175637,659,170,64582,468,49,37,817,17373
578846856,299,48,25116,468,61,37,599,17131
461603990,577,48,15002,468,51,190,816,17336
240571961,543,48,35295,468,84,113,1567,17159
705554302,326,61,15322,468,59,113,1710,17111
033265143,746,170,30586,468,51,113,732,17348
292246184,427,61,36722,468,81,151,1331,17342
877930554,246,61,23124,468,41,190,504,16934
661477475,543,48,13032,468,455,151,1218,17603
497785249,374,61,34034,468,68,75,543,17315
929589190,945,170,94500,468,83,190,1481,17237
324025766,637,135,21658,468,1260,190,1542,17418
797892737,433,48,29011,468,44,190,1327,16927
